Date,IR,Inflation,GDP,RF,Mortality
30/6/14,0,-0.066313338,0.00557936,0.015390392,-0.090220875
31/7/14,0,-0.140566575,0.00547198,0.009875416,-0.029671951
31/8/14,0,-0.004616156,0.005362898,0.00436044,-0.152773758
30/9/14,0,-0.161485615,0.005257336,-0.000976633,-0.070571778
31/10/14,0,-0.4427938,0.005857714,-0.006491608,-0.124660484
30/11/14,0,-0.340322666,0.006461611,-0.011828682,-0.084154083
31/12/14,0,-0.226799315,0.007085637,-0.017343657,0.08500694
31/1/15,0,-0.285600185,0.006167421,-0.015210575,0.018043756
28/2/15,0,-0.01027436,0.005291632,-0.013053657,-0.045369
31/3/15,0,0.278402006,0.004322008,-0.01066564,0.151007751
30/4/15,0,-0.268503268,0.00529643,-0.008354655,0.051138617
31/5/15,0,0.485067311,0.006371488,-0.005966638,0.007918937
30/6/15,0,-0.198677912,0.007411868,-0.003655654,-0.079276805
31/7/15,0,-0.677985773,0.005560314,-0.001267637,-0.089374286
31/8/15,0,-0.022359586,0.003611208,0.00112038,-0.081612301
30/9/15,0,0.670042275,0.001724975,0.003431365,0.090909977
31/10/15,0,0.238304959,0.00284622,0.005819382,-0.034831341
30/11/15,0,0.18368229,0.00403034,0.008130366,-0.040768618
31/12/15,0,0.005881341,0.00525393,0.010518383,-0.32371469
31/1/16,0,0.278402006,0.005031039,0.010422051,0.011501326
29/2/16,0,-0.11900679,0.004777423,0.010254465,-0.010241861
31/3/16,0,-0.004307464,0.004506316,0.010075321,-0.01155656
30/4/16,0,0.129080346,0.005127779,0.009901956,-0.213284793
31/5/16,0,0.118291047,0.005801451,0.009722812,-0.636705412
30/6/16,-0.670042275,0.1057746,0.00645339,0.009549447,-0.542716203
31/7/16,-0.022359586,0.257299627,0.006237986,0.009370304,0.111836944
31/8/16,0,0.008463363,0.005992946,0.00919116,0.568642579
30/9/16,0,0.138330816,0.00575581,0.009017795,0.357456166
31/10/16,0,0.181056372,0.004692316,0.008838651,-0.054354972
30/11/16,0,0.058342366,0.003636726,0.008665286,0.014551265
31/12/16,0,0.186636269,0.00254595,0.008486142,-0.223763119
31/1/17,0,0.006163072,0.002806781,0.008480364,-0.271954892
28/2/17,0,0.118223668,0.003083065,0.008480364,0.353271467
31/3/17,0,0.040477812,0.003388949,0.008480364,0.012144438
30/4/17,0,-0.035224306,0.00358541,0.008480364,-0.038671823
31/5/17,0,-0.00121743,0.003784872,0.008480364,0.241917017
30/6/17,0,0.036482317,0.0039779,0.008480364,-0.234560133
31/7/17,0,0.036411924,0.002879025,0.008480364,0.235100594
31/8/17,0,0.00117315,0.001736872,0.008480364,0.21479153
30/9/17,0.670042275,0,0.000631562,0.008480364,-0.030794219
31/10/17,0.022359586,-0.035194494,0.002113711,0.008480364,-0.027421964
30/11/17,0,-0.001212255,0.003632702,0.008480364,0.157523971
31/12/17,0,-0.074478427,0.005202327,0.008480364,0.198460628
31/1/18,0,-0.083174494,0.005453407,,0.102855106
28/2/18,0,-0.045842114,0.00564049,,0.01183539
31/3/18,0,0.041583907,0.005847618,,-0.050668654
30/4/18,0,0.001481725,0.004670236,,-0.064722783
31/5/18,0,0,0.003404513,,-0.020892964
30/6/18,0.391949605,0.041140961,0.00217962,,0.0087837
31/7/18,0.01307952,-0.082831668,0.003525373,,0.081382344
31/8/18,0,-0.002806819,0.004958176,,0.011304461
30/9/18,0,0,0.006344759,,-0.117847413
31/10/18,0,-0.092235658,0.003953457,,-0.127652219
30/11/18,0,-0.105025504,0.001515935,,0.038708925
31/12/18,0,-0.003398726,-0.001002837,,-0.075150576
31/1/19,0,0,0.000917842,,0.031013852
28/2/19,0,0.10159764,0.002786311,,-0.009781758
31/3/19,0,-0.046239946,0.004854972,,-0.081544297
30/4/19,0,-0.001709776,0.003429339,,-0.264910394
31/5/19,0,0.049638672,0.001834052,,-0.16322765
30/6/19,0,-0.155391855,0.000290227,,-0.38802014
31/7/19,0,-0.005242546,0.000238766,,0.116453101
31/8/19,0,-0.121125622,0.000238766,,0.004307464
30/9/19,0,-0.004172105,0.000238766,,0.234847973
31/10/19,0,-0.066767295,,,0.132305404
30/11/19,0,-0.068992871,,,0.128617378
31/12/19,0,,,,
31/1/20,,,,,
