"Yield:FTSE","Inflation:FTSE","GDP:FTSE","RF_rate:FTSE","Inflation:Yield","GDP:Yield","RF_rate:Yield","GDP:Inflation","RF_rate:Inflation","RF_rate:GDP"
-0.00659164058925402,-0.063135873619572,-0.0963240096506128,-0.0325887657844682,0.00949684613372962,-0.0591887423338491,0.808278867672528,0.228892476259578,0.0468394493887361,-0.106115893052232
0.0571530574924215,-0.0836434750959951,-0.0972831581860303,-0.0130715679835919,-0.0101697723138537,-0.0752140393297558,0.779442206340245,0.095058200265908,0.0537137778869834,-0.138222246862617
0.0912260573894248,-0.0744640820746326,-0.0957552090824655,-0.011512344140338,-0.00450775636523289,-0.0762304014461657,0.776328054439673,0.0894597953282401,0.0540211491797625,-0.137893253971794
0.0910554503365496,-0.0750407267615305,-0.0942456885455552,-0.0302828096273843,-0.00294547382747437,-0.0749246992575046,0.77880071593199,0.0610843522268001,0.0612139631193957,-0.130364173443687
0.106803912465166,-0.06985503091116,-0.0979470417183143,0.00500548000666031,-0.00378183844264537,-0.0764092568310764,0.779714327068748,0.158383296293594,0.0310784264339038,-0.132570917392473
0.105798109005543,-0.0638239940341972,-0.102164939327499,0.0409782446664224,0.00306811382865105,-0.077653608328233,0.78677268510993,0.172537852652751,0.03361347588963,-0.140209629099418
0.0730216313002618,-0.0728302163806138,-0.0975854975933982,0.0271733163276754,0.00311301906584159,-0.0798348002558773,0.786995872038732,0.164941631326242,0.0463062301840927,-0.141522608434578
0.0900948417352053,-0.0655955012838181,-0.104145768352957,0.0654979760405448,0.00709552807626567,-0.078397522578233,0.797922987517007,0.171211579033057,0.0296976357823932,-0.13891209457069
0.0706756553173859,-0.0641882261313135,-0.0953492021981712,0.0520491178979191,0.000430276981774604,-0.0786378415043633,0.792762532120737,0.166893327795301,0.0309539607339532,-0.129907329054458
0.107147601107994,-0.0687141297215714,-0.102974407049512,0.108143058821062,0.0156884749522339,-0.0807746945910231,0.797461287924971,0.0608104517528543,0.075008541490767,-0.122672879537725
0.143273260434229,-0.0669582046711568,-0.104590998967007,0.124238322974347,0.0178534546490127,-0.0763094983268482,0.798228620572965,0.0450729573593058,0.0753488379377641,-0.117634391479072
0.153118225706073,-0.0662145974044996,-0.1034366222996,0.135371060788252,0.0179624733822867,-0.0800840202878755,0.795785637287938,0.0622857459153183,0.0708968756137429,-0.11657415109466
